Data;Abramide;Acciuga;Aguglia;Alaccia;Anguilla;Aquila di mare;Aragosta;Arca di Noe';Ascidia;Astice;Barbo;Barracuda;Bibo;Boga;Branzino;Calamari;Canestrelli;Cannolicchi;Capasanta;Carpa;Cavedano;Cefali;Cepola;Cernia bruna;Cetorino;Cheppia;Corbola;Cuori;Delfini;Dentice;Fasolaro;Favolli;Galletto;Gallinelle;Gamberi;Gambero grigio;Gattucci;Ghiozzetti;Ghiozzetto quadrimaculato;Ghiozzo go';Ghiozzo nero;Ghiozzo paganello;Grancevola;Granchio verde;Granchio verde - femmina con uova;Granchio verde - in muta;Grongo;Lampuga;Latterino capoccione;Lepre di mare;Lumaca di mare;Magnosa;Maruzzella;Mazzancolla;Mennole;Merlano;Merluzzetto;Merluzzo;Misto pesce;Misto pesce acqua dolce;Mitilo;Motelle;Murici;Musdee;Ombrine;Orata;Ostriche;Palamita;Pannocchia;Papalina;Passera;Pastinache;Pesce San Pietro;Pesce sciabola;Pesce serra;Pesce spada;Piede di pellicano;Polpi;Rane pescatrici;Razza bavosa;Razze;Riccio di mare;Ricciole;Rombi;Rossetto;Sacchetto;Salpa;Sardina;Savetta;Scampo;Scorfani;Seppie;Sgombri;Smeriglio;Sogliole;Sparidi;Squali;Squalo volpe;Suri;Tartaruga;Tartufo di mare;Tellina;Tinca;Tonni;Tracine;Triglia di fango;Triglia di scoglio;Trota;Venere gallina;Vongole;Zanchette;TOTALI
06/1948;-1;11649;0;-1;5246;-1;-1;-1;-1;31;-1;-1;-1;2065;70;2644;1139.175258;0;-1;-1;-1;6215;0;0;-1;-1;-1;0;-1;0;0;-1;-1;62;3597;874;210;204;-1;20545;-1;-1;2406;0;-1;2704;-1;-1;5128;-1;-1;-1;-1;0;0;6119;-1;487;12446;2519;-1;-1;1134;-1;1520;4;0;-1;1598;7035;5198;-1;394;-1;-1;-1;-1;1224;160;-1;3423;-1;-1;238;-1;-1;-1;47924;-1;-1;-1;13819;43369;-1;4405;190;4008;0;36713;36;0;-1;-1;-1;-1;363;-1;-1;-1;0;-1;259059.1753
07/1948;-1;10604;0;-1;5149;-1;-1;-1;-1;66;-1;-1;-1;1293;200;2630;1608.247423;0;-1;-1;-1;6169;0;0;-1;-1;-1;0;22;0;0;-1;-1;74;1111;1416;606;123;-1;18745;-1;-1;2358;0;-1;1302;-1;-1;7725;-1;-1;-1;-1;0;0;4572;-1;299;13359;3851;-1;-1;2523;-1;1323;5;0;92;1992;44843;3417;-1;771;-1;-1;-1;-1;2377;116;-1;4959;-1;-1;334;-1;-1;-1;72566;-1;-1;-1;8102;17327;-1;8435;141;1366;0;21105;11;0;-1;288;-1;-1;473;-1;-1;-1;0;-1;275795.2474
08/1948;-1;12501;0;-1;6149;-1;-1;-1;-1;91;-1;-1;-1;748;285;1799;3327.319588;0;-1;-1;-1;9208;0;0;-1;-1;-1;0;159;0;0;-1;-1;287;241;1475;341;279;-1;23105;-1;-1;837;0;-1;1390;-1;-1;15408;-1;-1;-1;-1;0;0;3320;-1;590;16178;4168;-1;-1;3036;-1;1489;260;0;-1;3717;15516;3094;-1;912;-1;-1;-1;-1;5066;278;-1;14504;-1;-1;166;-1;-1;-1;187182;-1;-1;-1;9845;8275;-1;13793;2041;1572;0;57824;139;0;-1;371;4;-1;14828;-1;-1;-1;0;-1;445745.3196
09/1948;-1;4838;0;-1;4742;-1;-1;-1;-1;65;-1;-1;-1;1114;277;3515;5798.969072;158;-1;-1;-1;14432;0;0;-1;-1;-1;0;-1;0;0;-1;-1;747;523;3411;197;735;-1;24002;-1;-1;284;0;6008;273;-1;-1;21197;-1;-1;-1;-1;0;0;1950;-1;244;14677;4830;-1;-1;2691;-1;621;1206;0;-1;6779;3065;5209;-1;246;-1;-1;-1;-1;8802;240;-1;6614;-1;-1;226;-1;-1;-1;327095;-1;6;-1;11695;7836;-1;14541;3293;762;0;92822;45;0;-1;748;121;-1;28417;100;-1;-1;0;-1;637146.9691
10/1948;-1;1765;0;-1;4307;-1;-1;-1;-1;353;-1;-1;-1;1229;734;4352;13077.31959;70;44;-1;-1;47243;0;0;-1;-1;-1;0;-1;0;0;-1;-1;1435;668;6085;357;2464;-1;24847;-1;-1;47;0;30152;1819;-1;-1;22554;-1;-1;-1;-1;0;0;3571;-1;578;15977;2891;-1;-1;1124;-1;252;11162;0;-1;3447;3826;7822;-1;542;-1;-1;-1;-1;26398;520;-1;11667;-1;-1;538;-1;-1;-1;172393;-1;5;-1;9790;5001;-1;7161;1562;854;0;34260;120;0;-1;173;179;-1;15088;-1;-1;-1;0;-1;500452.3196
11/1948;-1;8538;0;-1;2833;-1;-1;-1;-1;415;-1;-1;-1;5435;704;3256;10036.08247;13;91;-1;-1;56421;0;0;-1;-1;-1;0;-1;0;0;-1;-1;2235;702;8334;1651;1071;-1;23244;-1;-1;163;0;4886;4612;-1;-1;39077;-1;-1;-1;-1;0;0;4915;-1;883;20008;4276;-1;-1;831;-1;2;14925;0;-1;2726;11633;8957;-1;821;-1;-1;-1;-1;28514;1416;-1;15572;-1;-1;1128;-1;-1;-1;61052;-1;7;-1;6424;4843;-1;5874;4018;878;0;5462;20;0;-1;151;-1;-1;7149;-1;-1;-1;0;-1;386150.0825
12/1948;-1;22586;0;-1;3117;-1;-1;-1;-1;118;-1;-1;-1;10060;3544;1433;6664.948454;0;-1;-1;-1;101982;0;0;-1;-1;-1;0;-1;0;0;-1;-1;635;1892;698;1009;1155;-1;4875;-1;-1;269;0;36;392;-1;-1;33979;-1;-1;-1;-1;0;0;2906;-1;1207;13461;3003;-1;-1;546;-1;81;23809;0;-1;3970;9110;4395;-1;1005;-1;-1;-1;-1;14126;813;-1;7983;-1;-1;979;-1;-1;-1;2524;-1;-1;-1;5192;1039;-1;5922;4822;258;0;444;0;0;-1;50;-1;-1;6629;-1;-1;-1;0;-1;308664.9485
01/1949;-1;222;0;-1;2749;-1;-1;-1;-1;75;-1;-1;-1;8784;615;1925;8896.907217;109;168;-1;-1;19976;0;0;-1;-1;-1;0;65;0;0;-1;-1;582;2637;8804;1573;6768;-1;8624;-1;-1;1374;0;-1;-1;-1;-1;22331;-1;-1;-1;-1;0;0;2326;-1;1683;21507;2937;-1;-1;680;-1;6;920;0;-1;2315;1538;2119;-1;713;-1;-1;-1;-1;35308;706;-1;7644;-1;-1;197;-1;-1;-1;70;-1;-1;-1;4806;28;119;2547;10664;212;0;-1;12;0;-1;23;-1;-1;11738;-1;1;-1;0;-1;207043.9072
02/1949;-1;1501;0;-1;1176;-1;-1;-1;-1;169;-1;-1;-1;10523;2853;2969;1667.525773;643;-1;-1;-1;16094;0;0;-1;-1;-1;0;-1;0;0;-1;-1;513;3816;5354;2357;2848;-1;10569;-1;-1;1854;0;-1;-1;-1;-1;21382;-1;-1;-1;-1;0;0;4107;-1;4071;27639;2984;-1;-1;230;-1;38;2157;0;-1;512;4313;4497;-1;1425;-1;-1;-1;-1;41828;2229;-1;20416;-1;-1;1251;-1;-1;-1;846;-1;-1;-1;9829;305;54;1982;9806;229;0;206;0;0;-1;40;-1;-1;15604;-1;-1;-1;0;-1;242831.5258
03/1949;-1;15484;0;-1;7243;-1;-1;-1;-1;143;-1;-1;-1;4618;920;1154;3206.185567;0;20;-1;-1;10855;0;0;-1;-1;-1;0;-1;0;0;-1;-1;923;3320;4881;1053;1902;-1;15717;-1;-1;1413;7;-1;807;-1;-1;25013;-1;-1;-1;-1;0;0;1556;-1;775;17472;5351;-1;-1;7;-1;72;179;0;-1;283;9676;3507;-1;500;-1;-1;-1;-1;22326;674;-1;8814;-1;-1;964;-1;-1;-1;2025;-1;-1;-1;9186;173;205;1617;5632;216;0;172;0;0;-1;39;-1;-1;5366;1;2;-1;0;-1;195418.1856
04/1949;-1;21234;0;-1;5953;-1;-1;-1;-1;166;-1;-1;-1;2618;879;1947;8628.865979;0;48;-1;-1;6413;0;0;-1;-1;-1;0;-1;0;0;-1;-1;1215;2413;2888;1243;1789;-1;32599;-1;-1;1884;210;-1;19112;-1;-1;22918;-1;-1;-1;-1;0;0;2266;-1;1136;26170;6395;-1;-1;356;-1;13;-1;0;-1;5058;31465;7297;-1;897;-1;-1;-1;-1;10893;998;-1;11636;-1;-1;491;-1;-1;-1;1400;-1;-1;-1;70318;3070;-1;2498;4441;482;0;5720;0;0;-1;471;-1;-1;6018;47;-1;-1;0;-1;333639.866
05/1949;-1;26935;0;-1;4844;-1;-1;-1;-1;48;-1;-1;-1;345;158;5811;2956.185567;0;-1;-1;-1;5810;0;0;-1;-1;-1;0;-1;0;0;-1;-1;889;2400;1200;397;150;-1;17110;-1;-1;3659;0;-1;4568;-1;-1;10293;-1;-1;-1;-1;0;0;3132;-1;329;13450;4720;-1;-1;1627;-1;294;15;0;-1;1999;8130;7282;-1;968;-1;-1;-1;-1;737;154;-1;3732;-1;-1;545;-1;-1;-1;60450;-1;-1;-1;76767;20267;-1;4242;752;1235;0;44809;0;0;-1;606;25;-1;1912;-1;-1;-1;0;-1;345698.1856
06/1949;-1;19533;0;-1;5276;-1;-1;-1;-1;81;-1;-1;-1;939;315;2975;4213.917526;0;-1;-1;-1;7059;0;0;-1;-1;-1;0;100;0;0;-1;-1;109;658;748;207;272;-1;7332;-1;-1;3084;0;-1;4745;-1;-1;11070;-1;-1;-1;-1;0;0;2780;-1;314;8279;3149;-1;-1;2398;-1;1132;43;0;-1;901;23455;4285;-1;270;-1;-1;-1;-1;166;85;-1;2125;-1;-1;200;-1;-1;-1;122926;-1;-1;-1;25397;24478;-1;4792;92;3833;0;39035;0;0;-1;-1;-1;-1;979;-1;-1;-1;0;-1;339775.9175
07/1949;-1;20247;0;-1;6031;-1;-1;-1;-1;62;-1;-1;-1;358;687;2696;2097.938144;0;-1;-1;-1;8313;0;0;-1;-1;-1;0;-1;0;0;-1;-1;128;327;528;334;199;-1;6788;-1;-1;1937;0;-1;1954;-1;-1;16333;-1;-1;-1;-1;0;0;3380;-1;293;10242;4905;-1;-1;2957;-1;723;419;0;-1;657;13722;3943;-1;132;-1;-1;-1;-1;501;35;-1;2345;-1;-1;155;-1;-1;-1;155365;-1;4;-1;12479;19520;-1;7856;299;2057;0;44616;14;0;-1;434;-1;-1;1307;-1;-1;-1;0;-1;357325.9381
08/1949;-1;63649;0;-1;4168;-1;-1;-1;-1;32;-1;-1;-1;532;834;1270;427.8350516;0;3;-1;-1;8119;0;0;-1;-1;-1;0;-1;0;0;-1;-1;730;29;1754;89;117;-1;7321;-1;-1;946;0;16;1450;-1;-1;24618;-1;-1;-1;-1;0;0;566;-1;200;10564;4320;-1;-1;4260;-1;474;1256;0;-1;1531;5877;3725;-1;190;-1;-1;-1;-1;875;75;-1;3031;-1;-1;267;-1;-1;-1;131632;-1;-1;-1;13169;4222;9;11055;597;770;0;37796;0;0;-1;275;139;-1;5600;554;-1;-1;0;-1;359083.8351
09/1949;-1;19154;0;-1;3611;-1;-1;-1;-1;104;-1;-1;-1;123;762;2349;6644.329897;0;6;-1;-1;12903;0;0;-1;-1;-1;0;43;0;0;-1;-1;1428;62;3821;81;422;-1;12166;-1;-1;675;0;898;677;-1;-1;32894;-1;-1;-1;-1;0;0;1726;-1;448;12222;6185;-1;-1;6382;-1;157;2310;0;2;2076;6661;4560;-1;286;-1;-1;-1;-1;3035;165;-1;5951;-1;-1;604;-1;-1;-1;159110;-1;1;-1;14313;2387;-1;11404;1957;474;0;36086;0;0;-1;582;1947;-1;5435;598;-1;-1;0;-1;385839.3299
10/1949;-1;8634;0;-1;3478;-1;-1;-1;-1;184;-1;-1;-1;787;884;2193;9010.309278;0;39;-1;-1;51376;0;0;-1;-1;-1;0;-1;0;0;-1;-1;1256;349;4784;907;547;-1;15120;-1;-1;731;0;20457;1929;-1;-1;26754;-1;-1;-1;-1;0;0;2452;-1;630;12468;4532;-1;-1;682;-1;115;5698;0;-1;1341;4382;5346;-1;118;-1;-1;-1;-1;17445;1165;-1;7149;-1;-1;511;-1;-1;-1;152026;-1;2;-1;16378;17826;-1;12060;1960;803;0;39314;0;0;-1;314;2502;-1;4083;551;-1;-1;0;-1;461222.3093
11/1949;-1;1199;0;-1;3766;-1;-1;-1;-1;226;-1;-1;-1;1870;3634;1232;3417.525773;0;28;-1;-1;90619;0;0;-1;-1;-1;0;-1;0;0;-1;-1;395;310;5518;648;580;-1;4004;-1;-1;864;0;7422;1978;-1;-1;30733;-1;-1;-1;-1;0;0;2958;-1;756;13224;5237;-1;-1;785;-1;46;12983;0;-1;8528;51043;2688;-1;375;-1;-1;-1;-1;18528;1546;-1;7817;-1;-1;532;-1;-1;-1;47161;-1;16;-1;5417;799;-1;10163;2675;185;0;752;0;0;-1;51;-1;-1;4464;201;22;-1;0;-1;357345.5258
12/1949;-1;754;0;-1;3451;-1;-1;-1;-1;260;-1;-1;-1;5546;7893;1845;3159.793814;62;13;-1;-1;110015;0;0;-1;-1;-1;0;-1;0;0;-1;-1;822;639;8328;1598;2502;-1;5367;-1;-1;2378;0;141;927;-1;-1;45025;-1;-1;-1;-1;0;0;2672;-1;2560;22887;4336;-1;-1;4526;-1;15;17473;0;-1;6742;5412;2909;-1;898;-1;-1;-1;-1;53607;1559;-1;11933;-1;-1;1157;-1;-1;-1;102;-1;-1;-1;6346;156;-1;9684;9723;296;0;176;0;0;-1;56;-1;-1;7639;86;-1;-1;0;-1;373623.7938
01/1950;-1;30;0;-1;755;-1;-1;-1;-1;88;-1;-1;-1;1692;2060;942;2211.340206;111;37;-1;-1;37763;0;0;-1;-1;-1;0;-1;0;0;-1;-1;352;542;8318;939;4668;-1;1141;-1;-1;1536;0;-1;28;-1;-1;39659;-1;-1;-1;-1;0;0;1130;-1;1902;14019;2797;-1;-1;2413;-1;31;2213;0;-1;5480;2469;1160;-1;506;-1;-1;-1;-1;30410;654;-1;5944;-1;-1;392;-1;-1;-1;0;-1;-1;-1;3277;56;-1;8691;4450;149;0;-1;0;0;-1;9;-1;-1;5255;45;2;160;0;-1;196434.3402
02/1950;-1;3785;0;-1;2623;-1;-1;-1;-1;409;-1;-1;-1;4494;1086;3031;2458.762887;70;144;-1;-1;20731;0;0;-1;-1;-1;0;20;0;0;-1;-1;324;1497;9906;929;8440;-1;2754;-1;-1;4356;0;-1;9;-1;-1;37098;-1;-1;-1;-1;0;0;3086;-1;5959;20054;4828;-1;-1;11;-1;80;491;0;-1;346;13342;3051;-1;310;-1;-1;-1;-1;44279;3285;-1;16193;-1;-1;352;-1;-1;-1;48;-1;-1;-1;14247;207;-1;2424;3109;246;0;4;0;0;-1;9;-1;-1;9959;6;5;-1;0;-1;250044.7629
03/1950;-1;11818;0;-1;6437;-1;-1;-1;-1;342;-1;-1;-1;2182;662;2807;12734.53608;136;94;-1;-1;8353;0;0;-1;-1;-1;0;-1;0;0;-1;-1;411;2681;6520;880;4758;-1;15143;-1;-1;4228;0;-1;9145;-1;-1;27908;-1;-1;-1;-1;0;0;2617;-1;6752;22649;6120;-1;-1;145;-1;943;114;0;-1;1806;28907;5320;-1;624;-1;-1;-1;-1;24960;2220;-1;10259;-1;-1;467;-1;-1;-1;1275;-1;-1;-1;56734;258;-1;3096;2560;211;0;1195;0;0;-1;108;234;-1;5390;43;-1;-1;0;-1;302194.5361
04/1950;-1;16413;65;-1;5012;-1;-1;-1;-1;73;-1;-1;-1;1349;1182;3773;1203.608247;0;-1;-1;-1;5160;0;0;-1;-1;-1;0;-1;0;0;-1;-1;231;1514;4597;857;3190;-1;17498;-1;-1;4943;0;-1;14875;-1;-1;27633;-1;-1;-1;-1;0;0;3786;-1;2606;19904;6367;-1;-1;302;-1;32;9;0;-1;5960;14242;3993;-1;634;-1;-1;-1;-1;4863;485;-1;5589;-1;-1;505;-1;-1;-1;256;-1;-1;-1;117318;6101;-1;2788;1966;237;0;1053;0;0;-1;185;-1;-1;2715;4;20;-1;0;-1;311435.6083
05/1950;-1;49441;22;-1;4874;-1;-1;-1;-1;124;-1;-1;-1;239;80;5409;8822.164949;0;11;-1;-1;4626;0;0;-1;-1;-1;0;-1;0;0;-1;-1;408;1615;2684;537;1306;-1;14418;-1;-1;7155;0;-1;4011;-1;-1;22266;-1;-1;-1;-1;0;0;5349;-1;2330;13597;5069;-1;-1;551;-1;487;2;0;-1;2385;6095;5771;-1;265;-1;-1;-1;-1;1251;220;-1;6864;-1;-1;766;-1;-1;-1;73057;-1;-1;-1;88005;57785;-1;5881;1096;803;0;54081;0;0;-1;813;-1;-1;1614;-1;-1;-1;0;-1;462131.165
06/1950;-1;41031;0;-1;5345;-1;-1;-1;-1;73;-1;-1;-1;114;140;2959;6288.659794;0;15;-1;-1;5045;0;0;-1;-1;-1;0;-1;0;0;-1;-1;60;1333;704;241;751;-1;9779;-1;-1;3218;0;-1;3883;-1;-1;16812;-1;-1;-1;-1;0;0;6362;-1;2391;6669;5544;-1;-1;684;-1;1645;5;0;-1;705;30502;5002;-1;511;-1;-1;-1;-1;493;261;-1;3261;-1;-1;925;-1;-1;-1;171327;-1;57;-1;31310;45253;-1;6297;779;2127;0;30945;0;0;-1;-1;-1;-1;558;-1;2;-1;0;-1;451353.6598
07/1950;-1;27208;0;-1;5873;-1;-1;-1;-1;56;-1;-1;-1;-1;509;3661;1582.474227;0;1;-1;-1;5357;0;0;-1;-1;-1;0;-1;0;0;-1;-1;135;161;158;69;255;-1;12358;-1;-1;1171;0;-1;3379;-1;-1;19438;-1;-1;-1;-1;0;0;3076;-1;2205;12837;3853;-1;-1;1188;-1;906;31;0;-1;315;4003;3437;-1;306;-1;-1;-1;-1;1243;597;-1;7124;-1;-1;633;-1;-1;-1;122471;-1;54;-1;21640;14135;-1;10371;250;1680;0;34716;0;0;-1;403;1325;-1;3498;12;18;-1;0;-1;333647.4742
08/1950;-1;28384;0;-1;6006;-1;-1;-1;-1;79;-1;-1;-1;293;645;3167;1685.56701;0;39;-1;-1;10996;0;0;-1;-1;-1;0;40;0;0;-1;-1;123;106;533;397;150;-1;14107;-1;-1;2335;0;106;3367;-1;-1;23394;-1;-1;-1;-1;0;0;2652;-1;1561;14607;4259;-1;-1;2597;-1;2351;459;0;-1;2809;4116;1065;-1;250;-1;-1;-1;-1;2156;452;-1;5541;-1;-1;294;-1;-1;-1;112646;-1;62;-1;21389;4134;-1;12337;1989;1601;0;42978;34;0;-1;812;180;-1;17464;24;-1;-1;0;-1;356722.567
09/1950;-1;14921;0;-1;6284;-1;-1;-1;-1;117;-1;-1;-1;495;444;3030;1494.845361;0;5;-1;-1;18786;0;0;-1;-1;-1;0;-1;0;0;-1;-1;562;291;1866;143;357;-1;17469;-1;-1;952;0;2339;1031;-1;-1;25266;-1;-1;-1;-1;0;0;2577;-1;1194;11476;4694;-1;-1;2019;-1;204;4710;0;-1;1750;6290;3069;-1;161;-1;-1;-1;-1;3269;240;-1;4030;-1;-1;417;-1;-1;-1;192379;-1;12;-1;14366;6122;-1;11358;2827;1407;0;40725;0;0;-1;621;64;-1;15342;24;-1;-1;0;-1;427149.8454
10/1950;-1;14475;0;-1;4517;-1;-1;-1;-1;202;-1;-1;-1;1792;1155;3408;3128.865979;0;1;-1;-1;58868;0;0;-1;-1;-1;0;120;0;0;-1;-1;761;805;3114;621;1103;-1;12011;-1;-1;1140;0;7910;3849;-1;-1;24338;-1;-1;-1;-1;0;0;3470;-1;1472;12570;5461;-1;-1;1095;-1;494;13077;0;-1;1894;8048;4262;-1;140;-1;-1;-1;-1;12803;1049;-1;4745;-1;-1;291;-1;-1;-1;243810;-1;5;-1;16830;12315;-1;11044;1671;987;0;74293;8;0;-1;413;59;-1;12595;208;1;-1;0;-1;588380.866
11/1950;-1;36271;0;-1;4368;-1;-1;-1;-1;521;-1;-1;-1;76;5199;2086;664.9484536;0;3;-1;-1;99886;69;0;-1;-1;-1;0;-1;0;0;-1;-1;1551;408;4666;1169;5220;-1;3452;-1;-1;2508;0;1517;5735;-1;-1;33372;-1;-1;-1;-1;0;0;7982;-1;2901;23213;10446;-1;-1;407;-1;126;14158;0;-1;7217;64133;3848;-1;376;-1;-1;-1;-1;34791;3442;-1;12142;-1;-1;730;-1;-1;-1;33061;-1;14;-1;12426;2716;-1;11183;1147;831;0;199;0;0;-1;163;-1;-1;3170;248;-1;-1;0;-1;459760.9485
12/1950;-1;2987;0;-1;2015;-1;-1;-1;-1;142;-1;-1;-1;57;11381;964;4154.639175;0;-1;-1;-1;120255;31;0;-1;-1;-1;0;-1;0;0;-1;-1;359;373;3323;542;3301;-1;723;-1;-1;1980;0;405;1998;-1;-1;29965;-1;-1;-1;-1;0;0;2480;-1;1381;12571;3570;-1;-1;369;-1;125;18805;0;-1;3016;33259;877;-1;245;-1;-1;-1;-1;18195;980;-1;5720;-1;-1;827;-1;-1;-1;94;-1;-1;-1;5528;767;-1;5581;1256;299;0;-1;0;0;-1;30;-1;-1;2511;62;-1;-1;0;-1;303449.6392
01/1951;-1;241;0;-1;828;-1;-1;-1;-1;213;-1;-1;-1;1641;1242;1905;7917.525773;5;5;-1;-1;17017;0;0;-1;-1;-1;0;-1;0;0;-1;-1;1448;392;5807;2561;8383;-1;1462;-1;-1;2060;0;148;63;-1;-1;33445;-1;-1;-1;-1;0;0;3425;-1;2537;23365;6305;-1;-1;1076;-1;-1;409;0;-1;6227;972;208;-1;528;-1;-1;-1;-1;49627;1961;-1;9242;-1;-1;807;-1;-1;-1;474;-1;-1;-1;13221;262;-1;8687;10468;610;0;140;0;0;-1;87;-1;-1;8314;69;1;-1;0;-1;235753.5258
02/1951;-1;3263;0;-1;4505;-1;-1;-1;-1;237;-1;-1;-1;1191;591;1572;5979.381443;60;22;-1;-1;9004;0;0;-1;-1;-1;0;-1;0;0;-1;-1;1068;583;6730;1746;2665;-1;1319;-1;-1;2988;0;-1;423;-1;-1;34022;-1;-1;-1;-1;0;0;1966;-1;1796;24507;7745;-1;-1;3080;-1;-1;221;0;-1;12067;993;511;-1;521;-1;-1;-1;-1;30941;1810;-1;7842;-1;-1;395;-1;-1;-1;217;-1;-1;-1;11137;104;-1;11799;5504;195;0;-1;0;0;-1;62;-1;-1;5552;151;2;-1;0;-1;207032.3814
03/1951;-1;6582;0;-1;3238;-1;-1;-1;-1;335;-1;-1;-1;2512;967;1797;3242.268041;31;32;-1;-1;10426;0;0;-1;-1;-1;0;-1;0;0;-1;-1;1229;2264;4446;1536;5051;-1;10384;-1;-1;5405;0;-1;12072;-1;-1;27814;-1;-1;-1;-1;0;0;2821;-1;1819;21281;11169;-1;-1;1807;-1;22;110;0;-1;5405;8503;1315;-1;548;-1;-1;-1;-1;20898;1711;-1;11981;-1;-1;359;-1;-1;-1;686;-1;-1;-1;72993;327;-1;6169;3185;204;0;71;0;0;-1;72;-1;-1;4292;11;2;-1;0;-1;277072.268
04/1951;-1;23282;0;-1;5584;-1;-1;-1;-1;138;-1;-1;-1;290;495;2081;4737.113402;0;15;-1;-1;8069;0;0;-1;-1;-1;0;-1;0;0;-1;-1;397;2027;1356;663;692;-1;23249;-1;-1;3380;0;-1;27439;-1;-1;26611;-1;-1;-1;-1;0;0;1567;-1;1043;20243;6940;-1;-1;1292;-1;101;16;0;-1;7632;45905;1445;-1;446;-1;-1;-1;-1;1061;329;-1;5761;-1;-1;696;-1;-1;-1;570;-1;56;-1;199992;2435;-1;10055;745;358;0;1385;0;0;-1;366;-1;-1;2771;3;2;-1;0;-1;443669.1134
05/1951;-1;21293;0;-1;4700;-1;-1;-1;-1;101;-1;-1;-1;586;181;3378;6615.979381;0;20;-1;-1;7230;0;0;-1;-1;-1;0;-1;0;0;-1;-1;149;1411;975;521;192;-1;11970;-1;-1;7263;0;-1;8407;-1;-1;21722;-1;-1;-1;-1;0;0;590;-1;454;10430;9426;-1;-1;2268;-1;119;40;0;-1;1277;10116;1011;-1;112;-1;-1;-1;-1;678;94;-1;2081;-1;-1;542;-1;-1;-1;9961;-1;8;-1;112856;18572;-1;7139;688;1878;0;15363;0;0;-1;459;-1;-1;1046;-1;1;-1;0;-1;303871.9794
06/1951;-1;25309;0;-1;5264;-1;-1;-1;-1;115;-1;-1;-1;714;248;2857;5543.814433;0;8;-1;-1;11264;0;0;-1;-1;-1;0;-1;0;0;-1;-1;36;872;1068;366;61;-1;8214;-1;-1;5590;0;-1;7462;-1;-1;21843;-1;-1;-1;-1;0;0;1255;-1;751;12530;6989;-1;-1;2085;-1;770;21;0;18;947;16555;983;-1;232;-1;-1;-1;-1;414;117;-1;2170;-1;-1;1003;-1;-1;-1;78027;-1;15;-1;43404;11305;-1;16134;274;3928;0;22295;0;0;-1;-1;60;-1;319;-1;-1;-1;0;-1;319383.8144
07/1951;-1;185189;0;-1;8717;-1;-1;-1;-1;117;-1;-1;-1;88;477;1714;2577.319588;0;1;-1;-1;10377;0;0;-1;-1;-1;0;-1;0;0;-1;-1;22;703;131;332;7;-1;10540;-1;-1;3792;0;-1;6663;-1;-1;21923;-1;-1;-1;-1;0;0;2096;-1;824;13681;9445;-1;-1;4584;-1;1694;42;0;-1;332;31281;1209;-1;245;-1;-1;-1;-1;1034;217;-1;4680;-1;-1;622;-1;-1;-1;155418;-1;27;-1;18906;37140;-1;17916;295;2115;0;29853;0;0;-1;449;-1;-1;335;-1;1;-1;0;-1;587759.3196
08/1951;-1;44599;0;-1;11874;-1;-1;-1;-1;73;-1;-1;-1;320;458;2696;2708.762887;0;2;-1;-1;23594;0;0;-1;-1;-1;0;-1;0;0;-1;-1;195;137;365;366;215;-1;16288;-1;-1;1246;0;-1;5933;-1;-1;18381;-1;-1;-1;-1;0;0;2262;-1;1261;15724;7216;-1;-1;4121;-1;815;1217;0;-1;43;13711;1894;-1;256;-1;-1;-1;-1;2587;644;-1;8001;-1;-1;571;-1;-1;-1;221346;-1;47;-1;16679;8813;-1;21246;157;1487;0;27502;0;0;-1;1001;-1;-1;2417;133;-1;-1;0;-1;490549.7629
09/1951;-1;45187;0;-1;5253;-1;-1;-1;-1;78;-1;-1;-1;377;625;2197;520.6185567;0;-1;-1;-1;34259;0;0;-1;-1;-1;0;4;0;0;-1;-1;815;266;1269;278;348;-1;14102;-1;-1;196;0;180;2666;-1;-1;14996;-1;-1;-1;-1;0;0;1339;-1;811;13614;7392;-1;-1;1519;-1;721;4590;0;-1;860;7284;1669;-1;203;-1;-1;-1;-1;3524;460;-1;5355;-1;-1;302;-1;-1;-1;263176;-1;6;-1;14031;6053;-1;13430;2821;1453;0;11143;0;0;-1;517;-1;-1;4416;295;1;-1;0;-1;490551.6186
10/1951;-1;49259;0;-1;4449;-1;-1;-1;-1;101;-1;-1;-1;1901;2031;1326;1559.278351;0;-1;-1;-1;75238;0;0;-1;-1;-1;0;-1;0;0;-1;-1;1317;953;3629;992;683;-1;14600;-1;-1;178;103;14258;2717;-1;-1;33936;-1;-1;-1;-1;0;0;1620;-1;721;12472;6450;-1;-1;432;-1;540;16099;0;-1;2894;38401;2975;-1;321;-1;-1;-1;-1;11472;905;-1;4324;-1;-1;402;-1;-1;-1;40478;-1;-1;-1;6572;4879;-1;10051;1814;540;0;1425;0;0;-1;245;219;-1;1814;64;6;-1;0;-1;377314.2784
11/1951;-1;35656;0;-1;3950;-1;-1;-1;-1;451;-1;-1;-1;862;4126;1745;559.2783505;0;10;-1;-1;45821;0;0;-1;-1;-1;0;60;0;0;-1;-1;1897;272;4070;1674;3433;-1;8041;-1;-1;1776;0;4260;8163;-1;-1;26670;-1;-1;-1;-1;0;0;2165;-1;1065;28218;4978;-1;-1;2657;-1;138;10833;0;-1;12145;31843;3278;-1;250;-1;-1;-1;-1;45043;1740;-1;7670;-1;-1;658;-1;-1;-1;16445;-1;-1;-1;8731;5115;-1;21914;5387;641;0;78;0;0;-1;86;-1;-1;3521;136;-1;-1;0;-1;368180.2784
