Data;Abramide;Acciuga;Aguglia;Alaccia;Anguilla;Aquila di mare;Aragosta;Arca di Noe';Ascidia;Astice;Barbo;Barracuda;Bibo;Boga;Branzino;Calamari;Canestrelli;Cannolicchi;Capasanta;Carpa;Cavedano;Cefali;Cepola;Cernia bruna;Cetorino;Cheppia;Corbola;Cuori;Delfini;Dentice;Fasolaro;Favolli;Galletto;Gallinelle;Gamberi;Gambero grigio;Gattucci;Ghiozzetti;Ghiozzetto quadrimaculato;Ghiozzo go';Ghiozzo nero;Ghiozzo paganello;Grancevola;Granchio verde;Granchio verde - femmina con uova;Granchio verde - in muta;Grongo;Lampuga;Latterino capoccione;Lepre di mare;Lumaca di mare;Magnosa;Maruzzella;Mazzancolla;Mennole;Merlano;Merluzzetto;Merluzzo;Misto pesce;Misto pesce acqua dolce;Mitilo;Motelle;Murici;Musdee;Ombrine;Orata;Ostriche;Palamita;Pannocchia;Papalina;Passera;Pastinache;Pesce San Pietro;Pesce sciabola;Pesce serra;Pesce spada;Piede di pellicano;Polpi;Rane pescatrici;Razza bavosa;Razze;Riccio di mare;Ricciole;Rombi;Rossetto;Sacchetto;Salpa;Sardina;Savetta;Scampo;Scorfani;Seppie;Sgombri;Smeriglio;Sogliole;Sparidi;Squali;Squalo volpe;Suri;Tartaruga;Tartufo di mare;Tellina;Tinca;Tonni;Tracine;Triglia di fango;Triglia di scoglio;Trota;Venere gallina;Vongole;Zanchette;TOTALI
06/1981;-1;169333.5;974;-1;7756;-1;2;-1;-1;145;-1;-1;-1;1384;1147;5203;21208.76289;160;83300.99472;24;-1;56270;0;0;-1;-1;-1;0;-1;5;0;181;-1;154;5388;2;379;475;1573;22400;-1;-1;71;12886;6;78;470;-1;23203;-1;-1;-1;-1;0;381;18255;2823;1337;39473;520;185057;-1;13670;-1;22;1170;37084;-1;10862;1584;3278;-1;23;-1;-1;-1;-1;4268;624;-1;3855;-1;-1;943;-1;-1;-1;164853.5;-1;2713;162;28871;87;-1;22582;7245;6535;0;29040;0;0;-1;58;-1;-1;1210;7;32;251;45961;-1;1048974.758
07/1981;-1;244621;564;-1;8144;-1;-1;-1;-1;270;-1;-1;-1;1677;2684;3004;42675.25773;1;100283.3059;65;-1;66201;0;0;-1;-1;-1;0;-1;0;0;96;-1;65;5245;25;209;11766;2465;26104;-1;-1;49;12032;41;171;599;-1;36904;-1;-1;-1;-1;0;681;37462;2147;1945;36375;176;237787;-1;15765;-1;134;3304;25295;-1;8933;3580;3331;-1;13;-1;-1;-1;-1;18673;1937;-1;7895;-1;50;894;-1;-1;-1;540874;-1;3327;213;13323;769;-1;23500;3436;6792;0;4253;0;0;-1;273;-1;-1;709;-1;45;10990;30137;-1;1610936.564
08/1981;-1;139603.5;169;-1;3425;-1;-1;-1;-1;247;-1;-1;-1;313;2344;2298;29737.1134;50;57002.99413;67;-1;83356;0;0;-1;-1;-1;0;-1;0;17;64;-1;60;2943;172;110;11796;1308;42824;-1;-1;5;11518;450;179;174;-1;64252;-1;-1;-1;-1;0;636;41673;2093;1259;25595;498;212599;-1;13243;-1;14;3766;12663;-1;9850;3648;2405;-1;18;-1;-1;-1;-1;23582;1279;-1;4537;-1;200;771;-1;-1;-1;541275.5;-1;1081;156;23646;811;-1;44702;1630;3291;0;2744;0;0;-1;150;-1;-1;2821;10;2;8475;13015;-1;1458582.108
09/1981;-1;242364;776;-1;5664;-1;-1;-1;-1;459;-1;-1;-1;227;3872;5011;10613.40206;0;47397.65943;70;-1;88220;0;0;-1;-1;-1;0;-1;0;135;6;-1;77;5158;1387;331;7452;1861;67232;-1;-1;7;12750;3735;8;467;-1;82496;-1;-1;-1;-1;0;547;43465;1899;4021;32188;1048;146384;-1;11648;-1;2;12634;36365;-1;14332;35288;1901;-1;41;-1;-1;-1;-1;39223;1629;-1;4411;-1;365;1642;-1;-1;-1;797913;-1;1626;86;61066;317;-1;67686;2508;4814;0;6805;0;0;-1;214;-1;-1;13729;-1;214;9444;3008;-1;1946197.062
10/1981;-1;451018;258;-1;5945;-1;-1;-1;-1;656;-1;-1;-1;66;4908;12112;16260.30928;0;65661.75573;29;-1;47266;0;0;-1;-1;-1;0;-1;18;12;24;-1;153;6777;1300;353;7937;2085;71202;-1;-1;123;7258;19520;801;946;-1;60457;-1;-1;-1;-1;8;168;59326;3621;7909;33252;253;267608;-1;20188;-1;5;25302;52059;2;14482;4320;2398;-1;92;-1;-1;-1;8;50240;2186;-1;7505;-1;480;1873;-1;-1;-1;41933;-1;1993;108;109135;1355;-1;78608;1840;7480;0;41150;0;10;-1;210;-1;-1;16726;15;161;7282;3037;-1;1647435.065
11/1981;-1;423811;297;-1;4284;-1;-1;-1;-1;248;-1;-1;-1;14;13856;12191;17654.63918;79;33976.90018;268;-1;59723;0;0;-1;-1;-1;0;-1;0;0;29;-1;88;5574;895;876;3598;2193;24355;-1;-1;113;11140;9759;3318;368;-1;89942;-1;-1;-1;-1;0;34;24156;5486;7266;28812;511;61425;-1;14190;-1;1;23799;75264;-1;17795;13568;5738;-1;65;-1;-1;-1;-1;36795;2081;-1;5735;-1;150;1769;-1;-1;-1;428291;-1;915;132;99244;664;-1;79322;2006;3197;0;23232;0;98;-1;92;176;-1;11001;-1;30;7108;1685;-1;1700442.539
12/1981;-1;477088;45;-1;7138;-1;-1;-1;-1;72;-1;-1;-1;5;20486;10227;23414.94845;135;35472.49325;307;-1;102971;0;0;-1;-1;-1;0;-1;0;0;-1;-1;42;2374;863;1970;9675;1393;4014;-1;-1;195;1562;1207;1707;520;-1;67603;-1;-1;-1;-1;0;11;13684;3241;2104;31625;1133;33186;-1;8362;-1;-1;20713;74790;-1;10293;5160;14490;-1;89;-1;-1;-1;-1;21609;747;-1;4600;-1;-1;1083;-1;-1;-1;182786;-1;98;75;112486;580;-1;48048;2951;1666;0;647;0;0;-1;144;3;-1;5659;-1;20;15460;6088;-1;1394073.442
01/1982;-1;293094;12;-1;5526;-1;-1;-1;-1;58;-1;-1;-1;-1;9092;9731;16809.27835;8;69422.71697;392;-1;71504;0;0;-1;-1;-1;0;-1;1;0;-1;-1;67;744;836;351;8913;1517;976;-1;-1;452;3874;327;111;254;-1;33153;-1;-1;-1;-1;0;160;14637;4779;4587;28680;1699;4464;-1;5272;-1;2;5816;52352;-1;1362;7640;3703;-1;83;-1;-1;-1;-1;19319;1037;-1;3539;-1;-1;1408;-1;-1;-1;49176;-1;1130;83;119784;0;-1;24518;1391;1861;0;71;0;0;-1;44;-1;-1;6577;-1;65;7131;2468;-1;902017.9953
02/1982;-1;383808;0;-1;5903;-1;-1;-1;-1;81;-1;-1;-1;-1;7515;4683;9992.268041;0;61039.15032;143;-1;40919;0;0;-1;-1;-1;0;-1;0;0;-1;-1;130;2008;627;719;1043;894;740;-1;-1;232;2885;215;1;641;-1;12225;-1;-1;-1;-1;0;73;10380;6006;2742;19979;364;4137;-1;8893;-1;-1;3489;22562;-1;279;2328;2342;-1;119;-1;-1;-1;-1;17404;813;-1;4763;-1;6;1922;-1;-1;-1;12184;-1;707;149;85993;53;-1;16671;4419;3688;0;44;0;0;-1;93;-1;-1;5523;-1;7;4659;2897;-1;782086.4184
03/1982;-1;549136;409;-1;8308;-1;-1;-1;-1;517;-1;-1;-1;-1;4319;5972;38943.29897;3;118783.2196;237;-1;26695;0;0;-1;-1;-1;0;-1;0;0;-1;-1;76;11012;404;382;1868;1738;11282;-1;-1;417;11974;239;758;657;-1;38195;-1;-1;-1;-1;0;17;14909;5589;3501;27804;1348;9462;-1;4915;-1;1;5879;24111;-1;1000;2945;2726;-1;91;-1;-1;-1;-1;10112;847;-1;5577;-1;-1;2906;-1;-1;-1;28908;-1;918;101;136763;932;-1;18207;3259;3522;0;24;0;0;-1;352;-1;-1;5958;-1;19;5620;2281;-1;1162883.519
04/1982;-1;952625.5;5713;-1;10728;-1;-1;-1;-1;127;-1;-1;-1;7;3151;13950;17301.54639;0;110128.717;124;-1;25936;0;0;-1;-1;-1;0;-1;0;12;3;-1;86;3919;25;944;407;835;72715;-1;-1;269;18533;-1;3207;652;-1;51465;-1;-1;-1;-1;0;10;10417;6665;3421;34272;645;17725;-1;3906;-1;1;3528;29197;-1;6240;5682;3730;-1;67;-1;-1;-1;-1;3057;731;-1;2442;-1;-1;2293;-1;-1;-1;422465.5;-1;821;278;419996;705;-1;18776;10270;1720;0;-1;0;0;-1;341;276;-1;7613;11;26;6391;972;-1;2317511.263
05/1982;-1;605226;4597;-1;10721;-1;-1;-1;-1;165;-1;-1;-1;12;1797;12443;19090.20619;0;95128.49795;17;-1;38777;0;0;-1;-1;-1;0;-1;5;366;90;-1;57;5251;-1;1619;121;849;28638;-1;-1;133;13640;-1;565;1415;-1;77525;-1;-1;-1;-1;0;14;9051;3335;2687;30935;266;38280;-1;14832;-1;22;2513;33562;-1;13475;2912;3818;-1;74;-1;-1;-1;-1;2112;630;-1;4907;-1;1530;1524;-1;-1;-1;322006;-1;1095;194;229692;477;-1;15443;11292;7616;0;7584;0;0;-1;485;-1;-1;6189;-1;108;5383;1090;-1;1693336.704
06/1982;-1;253289.5;1384;-1;7886;-1;-1;-1;-1;156;-1;-1;-1;1033;2233;9682;9979.381443;0;89558.56371;-1;-1;44409;0;0;-1;-1;-1;0;-1;0;0;180;-1;68;5246;-1;372;357;1129;37370;-1;-1;85;7697;12;100;516;-1;52210;-1;-1;-1;-1;0;321;14630;2883;1525;21719;464;70741;-1;16466;-1;21;1512;23640;-1;5426;400;4027;-1;27;-1;-1;-1;-1;6887;442;-1;9721;-1;445;1301;-1;-1;-1;592161.5;-1;1074;371;67970;2706;-1;13304;7959;7629;0;19592;0;7;-1;27;8;-1;2911;-1;82;240;9021;-1;1432569.945
07/1982;-1;284215.5;911;-1;4994;-1;-1;-1;-1;302;-1;-1;-1;1572;1555;6200;14394.3299;0;81078.68174;134;-1;52355;0;0;-1;-1;-1;0;-1;11;0;59;-1;695;2839;-1;263;2479;1425;55344;-1;-1;15;3027;167;123;510;-1;47195;-1;-1;-1;-1;0;920;30496;2614;1783;26909;508;15530;-1;12179;-1;33;2455;9509;-1;6488;5696;3955;-1;153;-1;-1;-1;-1;18110;631;-1;3736;-1;34;543;-1;-1;-1;730511.5;-1;686;227;24034;1933;-1;18762;5497;5165;0;19795;0;2;29;105;-1;-1;2295;-1;37;6980;1607;-1;1521769.012
08/1982;-1;132745.5;1250;-1;5122;-1;-1;-1;-1;400;-1;-1;-1;884;1015;5175;25652.06186;0;73423.18145;47;-1;47977;0;0;-1;-1;-1;0;-1;0;0;16;-1;728;1396;37;97;2042;1439;73186;-1;-1;21;3294;537;330;641;-1;96658;-1;-1;-1;-1;0;1865;32062;1341;1057;25531;628;27492;-1;14789;-1;15;4325;8817;-1;12632;6568;4926;-1;266;-1;-1;-1;-1;24266;565;-1;5265;-1;-1;1042;-1;-1;-1;482710.5;-1;345;114;48847;757;-1;27823;3754;4128;0;21352;0;0;-1;47;1911;-1;12324;-1;4;4442;635;-1;1256716.243
09/1982;-1;577107.5;1050;-1;4395;-1;-1;-1;-1;274;-1;-1;-1;672;2444;7696;37556.70103;0;79426.48268;124;-1;64947;0;0;-1;-1;-1;0;-1;0;270;-1;-1;858;2596;390;348;2345;1076;90561;-1;-1;35;7545;7207;75;646;-1;120657;-1;-1;-1;-1;0;1101;34368;1401;1356;20604;351;2850;-1;10371;-1;3;6363;11436;6;13108;7216;5565;-1;270;-1;-1;-1;-1;36568;676;-1;5201;-1;10;1666;-1;-1;-1;495451.5;-1;142;42;98679;10070;-1;50097;4389;5236;0;60808;0;59;305;59;-1;-1;43930;-1;-1;7911;756;-1;1948684.184
10/1982;-1;516982;802;-1;5857;-1;-1;-1;-1;49;-1;-1;-1;87;3613;13408;6912.371134;0;58404.3946;63;-1;69055;0;0;-1;-1;-1;0;-1;0;150;-1;-1;968;5096;339;161;1768;528;113287;-1;-1;21;6553;43419;640;701;-1;96037;-1;-1;-1;-1;0;223;25455;1055;1471;24484;151;22287;-1;19004;-1;14;24202;3465;-1;5898;3288;4380;-1;290;-1;-1;-1;-1;51049;3900;-1;9041;-1;-1;2138;-1;-1;-1;453874;-1;833;17;140112;837;-1;4796;7636;5742;0;54608;0;35;864;37;-1;-1;55013;-1;-1;8611;767;-1;1880433.766
11/1982;-1;466505;368;-1;5579;-1;80;-1;-1;101;-1;-1;-1;29;13213;13935;5257.731959;866;46969.09278;453;-1;72301;0;0;-1;-1;-1;0;-1;0;0;-1;-1;814;4788;788;653;1612;2273;77267;-1;-1;101;5276;28216;7407;630;-1;142695;-1;-1;-1;-1;0;13;31292;2771;3130;28607;369;22447;-1;16569;-1;-1;22807;15995;-1;13973;12969;7176;-1;227;-1;-1;-1;-1;54485;4759;-1;6995;-1;-1;2012;-1;-1;-1;316305;-1;1032;39;162407;722;-1;61560;1592;3398;0;12018;0;441;-1;183;-1;-1;49625;-1;48;6869;522;-1;1761489.825
12/1982;-1;558360;52;-1;12069;-1;-1;-1;-1;3;-1;-1;-1;-1;25885;9871;3108.247423;1162;64141.57369;289;-1;78177;0;0;-1;-1;-1;0;-1;0;619;-1;-1;586;2274;634;204;3651;610;41989;-1;-1;232;3255;2309;2247;1527;-1;124795;-1;-1;-1;-1;0;29;20375;4671;1749;125177;645;2819;-1;14783;-1;4;23967;59346;-1;22136;2520;10165;-1;351;-1;-1;-1;-1;32387;3018;-1;10457;-1;-1;1370;-1;-1;-1;186360;-1;451;141;228513;148;-1;58698;2640;4082;0;7610;0;1110;-1;71;2;-1;63897;-1;-1;9053;845;-1;1837594.821
01/1983;-1;335093;597;-1;3779;-1;-1;-1;-1;3;-1;-1;-1;51;12724;15878;22628.86598;227;54767.56723;534;-1;52404;0;0;-1;-1;-1;0;-1;2;0;-1;-1;546;1551;260;108;2861;1197;3254;-1;-1;524;407;207;52;1379;-1;52770;-1;-1;-1;-1;0;553;17223;8615;2023;20922;532;-1;-1;15240;-1;1;10029;11786;-1;9537;4192;6458;-1;551;-1;-1;-1;-1;39426;3758;-1;3928;-1;-1;2109;-1;-1;-1;66540;-1;924;196;172415;48;-1;29478;1618;4350;0;776;0;0;61;35;-1;-1;16848;-1;10;8565;679;-1;1023186.433
02/1983;-1;183218.5;37;-1;2726;-1;-1;-1;-1;1;-1;-1;-1;-1;9867;6433;26090.20619;0;28176.8397;514;-1;40455;0;0;-1;-1;-1;0;-1;0;0;-1;-1;190;2414;893;446;1877;926;1891;-1;-1;358;599;44;13;561;-1;38423;-1;-1;-1;-1;71;25;7750;3308;738;18353;358;-1;-1;9762;-1;-1;4442;4680;-1;4159;9624;3212;-1;112;-1;-1;-1;-1;15293;1371;-1;1366;-1;-1;1864;-1;-1;-1;98490.5;-1;373;14;106312;0;-1;15804;1414;1518;0;472;0;0;-1;-1;-1;-1;7805;-1;-1;6723;578;-1;672096.0459
03/1983;-1;530147;302;-1;12294;-1;-1;-1;-1;2;-1;-1;-1;7;6460;7522;27069.58763;75;72011.01351;188;-1;30840;0;0;-1;-1;-1;0;-1;0;2;-1;-1;307;7147;506;132;574;820;30975;-1;-1;408;11987;56;1570;583;-1;46454;-1;-1;-1;-1;0;64;11441;8221;1035;35301;679;2796;-1;3300;-1;-1;7841;10245;-1;6277;5832;2686;-1;111;-1;-1;-1;-1;16091;2585;-1;4310;-1;-1;2372;-1;-1;-1;343827;-1;1498;389;201870;20;-1;19225;3623;2313;0;464;0;0;-1;11;-1;-1;10161;-1;-1;2978;724;-1;1496682.601
04/1983;-1;680805;10970;-1;9845;-1;-1;-1;-1;3;-1;-1;-1;-1;3722;12697;20902.06186;0;43734;27;-1;25251;0;0;-1;-1;-1;0;-1;0;0;5;-1;159;6069;36;149;116;129;111575;-1;-1;296;15195;22;10614;369;-1;77127;-1;-1;-1;5952;0;47;15903;6400;1099;25563;219;1649;-1;9344;-1;2;5100;8728;-1;21945;3576;2205;-1;69;-1;-1;-1;-1;8002;1404;-1;4772;-1;4;2120;-1;-1;-1;311714;-1;1963;35;336193;51;-1;16570;4263;2993;0;2344;0;11;-1;77;210;-1;9828;2;-1;880;674;-1;1841687.062
05/1983;-1;731153.5;4764;-1;8434;-1;-1;-1;-1;-1;-1;-1;-1;16;1734;15727;21268.04124;0;125678;122;-1;35240;0;0;-1;-1;-1;48;-1;0;0;-1;-1;124;8107;2;209;82;23;44875;-1;-1;199;8258;3;281;408;-1;98346;-1;-1;-1;7329;0;0;15119;4541;1600;29475;421;7864;-1;16381;-1;5;2812;6830;-1;6446;1360;3371;-1;35;-1;-1;-1;-1;6162;1230;-1;4447;-1;37;1232;-1;-1;-1;377233.5;-1;2639;125;124479;313;-1;15723;10514;5851;0;5016;0;0;-1;501;-1;-1;5803;-1;4;70;797;-1;1770824.041
06/1983;-1;670885;1923;-1;6732;-1;-1;-1;-1;-1;-1;-1;-1;427;2597;6515;23105.6701;0;89986;25;-1;34969;0;0;-1;-1;-1;0;-1;0;26;29;-1;165;7550;65;161;1251;274;54697;-1;-1;111;6761;155;130;765;-1;67358;-1;-1;-1;1335;0;129;17146;3911;2678;28155;111;16728;-1;15299;-1;18;2081;3496;-1;7125;2584;3769;-1;38;-1;-1;-1;-1;15123;2892;-1;9205;-1;23;2065;-1;-1;-1;352285;-1;2708;196;32495;785;-1;20422;2270;9131;0;8696;0;0;-1;19;-1;-1;2018;-1;10;-1;1113;-1;1542678.67
07/1983;-1;446073.5;729;-1;7040;-1;-1;-1;-1;8;-1;-1;-1;255;1067;3686;21309.27835;43;78981;12;-1;44480;0;0;-1;-1;-1;52;-1;0;7;88;-1;361;3028;19;28;1877;185;50562;-1;-1;215;5745;294;138;338;-1;69902;-1;-1;-1;-1;0;367;17143;4599;4064;26838;63;8722;-1;12559;-1;28;1763;740;-1;5981;2976;2931;-1;5;-1;-1;-1;-1;21686;4223;-1;7871;-1;8;1399;-1;-1;-1;257461.5;-1;2921;123;24334;2791;-1;20004;2591;6407;0;11934;0;0;-1;159;-1;-1;3799;-1;11;1024;700;-1;1194706.278
08/1983;-1;525103;537;-1;4547;-1;-1;-1;-1;16;-1;-1;-1;130;986;5325;0;0;82685;100;-1;35687;0;8;-1;-1;-1;0;-1;0;0;-1;-1;1529;1110;162;206;1022;78;58956;-1;-1;36;7805;124;367;494;-1;79230;-1;-1;-1;150;0;425;19172;2909;2743;22937;98;3230;-1;12831;-1;36;4761;200;-1;11795;3304;3814;-1;91;-1;-1;-1;-1;20162;3142;-1;6898;-1;12;1584;-1;-1;-1;286607;-1;1731;163;42868;3840;-1;29965;1349;4258;0;14600;0;5;-1;68;640;-1;3411;-1;-1;690;434;-1;1317124
09/1983;-1;829240;950;-1;3082;-1;-1;-1;-1;7;-1;-1;-1;75;1391;4447;26030.92784;0;82184;103;-1;37421;0;0;-1;-1;-1;70;-1;0;0;-1;-1;3104;3455;500;170;987;132;95894;-1;-1;0;13602;1105;18;610;-1;76673;-1;-1;-1;16075;0;429;19274;4463;3478;22521;210;14800;-1;16012;-1;13;5922;3825;-1;12235;3264;1540;-1;59;-1;-1;-1;-1;30367;2987;-1;6725;-1;8;1599;-1;-1;-1;474005;-1;1280;100;71444;7096;-1;28018;4030;3745;0;23960;0;4;-1;59;5;-1;9256;24;-1;305;727;-1;1971073.928
10/1983;-1;846218.5;690;-1;5678;-1;-1;-1;-1;5;-1;-1;-1;8;4252;6922;10556.70103;0;82216;175;-1;64668;0;0;-1;-1;-1;0;-1;0;0;-1;-1;2664;8539;1330;207;978;72;97616;-1;-1;581;10455;16283;273;771;-1;61420;-1;-1;-1;1121;0;69;24532;4515;8115;19557;222;14746;-1;15341;-1;126;24971;2620;-1;8545;2345;846;-1;105;-1;-1;-1;-1;34534;4189;-1;5380;-1;11;1706;-1;-1;-1;433253.5;-1;1377;72;128380;11862;-1;35532;2079;2979;0;20818;0;0;-1;269;4;-1;14294;21;1;450;592;-1;2048117.701
11/1983;-1;971938.5;173;-1;4976;-1;-1;-1;-1;8;-1;-1;-1;-1;11056;8778;2579.896907;112;81048;316;-1;60988;0;0;-1;-1;-1;0;-1;0;0;8;-1;2052;4363;1760;343;1428;160;34146;-1;-1;402;3587;10574;5839;552;-1;92076;-1;-1;-1;-1;20;57;15581;5632;6923;26283;690;6;-1;9174;-1;36;57395;1540;-1;9713;7854;3481;-1;48;-1;-1;-1;-1;32890;3739;-1;9327;-1;-1;1961;-1;-1;-1;238142.5;-1;1234;73;139538;2681;-1;46384;1821;2341;0;11998;0;0;-1;112;-1;-1;5822;-1;28;1110;728;-1;1943581.897
12/1983;-1;325692.5;0;-1;9341;-1;-1;-1;-1;2;-1;-1;-1;-1;71457;5325;5079.896907;13;58429;613;-1;133541;0;0;-1;-1;-1;60;-1;0;0;-1;-1;795;3232;1887;385;1475;426;8523;-1;-1;227;393;581;2385;1056;-1;101040;-1;-1;-1;1300;0;0;7220;5768;3331;26249;1291;-1;-1;9538;-1;-1;69748;4220;72;4099;3913;4481;-1;38;-1;-1;-1;-1;24154;2159;-1;5562;-1;3;1768;-1;-1;-1;39406.5;-1;479;302;96303;179;-1;24521;1884;2380;0;1712;0;4;-1;8;-1;-1;4619;-1;-1;56;1042;-1;1079722.897
01/1984;-1;507839;0;-1;4842;-1;-1;-1;-1;2;-1;-1;-1;-1;8799;4202;13778.35052;12;80888;920;-1;79253;0;0;-1;-1;-1;0;-1;0;0;-1;-1;793;2305;1002;200;1223;539;3461;-1;-1;198;483;8;569;995;-1;52193;-1;-1;-1;210;6;31;6725;4681;1750;17999;2174;136;-1;21126;-1;2;1369;1805;-1;1507;9207;1574;-1;31;-1;-1;-1;-1;28004;1694;-1;3562;-1;-1;1834;-1;-1;-1;66351;-1;532;355;91311;118;-1;24431;1308;1566;0;64;0;0;-1;23;-1;-1;3790;-1;-1;-1;588;-1;1060322.351
02/1984;-1;233484;0;-1;2787;-1;-1;-1;-1;-1;-1;-1;-1;-1;7028;2555;229.3814433;20;69765;356;-1;40789;0;0;-1;-1;-1;0;-1;0;20;-1;-1;577;4075;1333;131;418;664;2238;-1;-1;307;672;132;81;668;-1;21280;-1;-1;-1;-1;6;32;3699;4650;1548;22323;2035;285;-1;24380;-1;-1;2138;866;-1;618;5815;556;-1;53;-1;-1;-1;-1;19810;1300;-1;3791;-1;125;1594;-1;-1;-1;143506;-1;525;145;65629;6;-1;16596;1667;1247;0;-1;0;0;-1;2;-1;-1;3741;17;-1;59;842;-1;719168.3814
03/1984;-1;489708;169;-1;6965;-1;-1;-1;-1;-1;-1;-1;-1;-1;8230;4243;13298.96907;340;140946;307;-1;34295;0;0;-1;-1;-1;0;-1;0;175;-1;-1;382;6885;599;302;1540;1125;22435;-1;-1;664;8721;164;54;613;-1;49181;-1;-1;-1;4;0;123;5301;7230;2248;36859;1197;298;-1;16383;-1;-1;3078;1245;168;457;14910;942;-1;75;-1;-1;-1;-1;17999;2066;-1;3778;-1;69;2714;-1;-1;-1;300660;-1;2914;267;124332;107;-1;15233;3025;1560;0;69;0;0;-1;374;-1;-1;6167;-1;-1;-1;592;-1;1363739.969
04/1984;-1;472645;5410;-1;6189;-1;-1;-1;-1;-1;-1;-1;-1;3;6158;7339;11969.07217;0;112091;102;-1;15433;0;0;-1;-1;-1;0;-1;2;0;-1;-1;302;5485;191;284;655;690;75903;-1;-1;718;9717;128;4519;326;-1;56561;-1;-1;-1;52;0;385;3795;6370;1954;32391;289;536;-1;6787;-1;5;2202;2350;-1;9282;3644;949;-1;46;-1;-1;-1;-1;9909;1453;-1;6943;-1;8;2422;-1;-1;-1;188438;-1;2865;846;292589;91;-1;12801;6322;3074;0;17;0;7;-1;199;-1;-1;7277;-1;82;-1;729;-1;1399885.072
05/1984;-1;994581.5;6521;-1;5883;-1;-1;-1;-1;2;-1;-1;-1;19;1968;8329;3567.010309;0;129811;72;-1;18507;0;0;-1;-1;-1;0;-1;0;0;-1;-1;306;4363;11;586;126;148;41243;-1;-1;218;8578;14;1216;397;-1;49884;-1;-1;-1;-1;0;395;6726;3339;1980;35534;430;260;-1;17138;-1;8;2270;10470;-1;12340;2764;281;-1;111;-1;-1;-1;-1;4027;1099;-1;6579;-1;38;2409;-1;-1;-1;321501.5;-1;3466;2104;86153;1617;-1;13134;7038;7735;0;5646;0;5;-1;97;1;-1;3888;-1;-1;-1;661;-1;1837551.01
06/1984;-1;904719.5;2442;-1;2838;-1;-1;-1;-1;5;-1;-1;-1;426;671;5963;13353.09278;0;137305;22;-1;24392;0;0;-1;-1;-1;0;-1;0;0;11;-1;111;5779;5;277;498;1069;39479;-1;-1;94;7060;32;33;490;-1;52134;-1;-1;-1;17;0;176;8378;2408;2501;32707;85;164;-1;9488;-1;27;831;3705;-1;6071;2632;637;-1;72;-1;-1;-1;-1;10247;1198;-1;7835;-1;6;1828;-1;-1;-1;429549.5;-1;3964;756;35548;1374;-1;10223;5678;11641;0;8482;0;0;-1;15;-1;-1;2001;4;26;-1;923;-1;1800365.093
07/1984;-1;780853;180;-1;1811;-1;-1;-1;-1;3;-1;-1;-1;646;772;2540;12074.74227;0;109854;56;-1;46264;0;0;-1;-1;-1;0;-1;0;0;29;-1;263;3405;15;45;2964;1396;23622;-1;-1;58;3446;50;46;346;-1;42532;-1;-1;-1;-1;0;299;12359;3529;2602;22402;403;67;-1;10391;-1;54;1254;0;-1;2400;1431;744;-1;28;-1;-1;-1;-1;15570;1701;-1;9123;-1;5;1405;-1;-1;-1;471741;-1;3703;622;14505;7118;-1;22333;3468;4943;0;8027;0;0;-1;331;10;-1;950;-1;38;-1;541;-1;1657325.742
08/1984;-1;560470;268;-1;2113;-1;-1;-1;-1;1;-1;-1;-1;608;1861;3490;7853.092784;0;83295;30;-1;50679;0;0;-1;-1;-1;0;-1;0;5;-1;-1;150;1288;156;131;4554;1348;33141;-1;-1;85;661;344;122;203;-1;55205;-1;-1;-1;-1;0;219;15659;2390;2677;26604;216;-1;-1;17697;-1;15;3944;340;14;4542;8948;733;-1;86;-1;-1;-1;-1;20024;2294;-1;8359;-1;18;1733;-1;-1;-1;500425;-1;3093;992;25224;4630;-1;23052;2435;4102;0;7319;0;1012;-1;22;265;-1;2753;-1;5;-1;0;-1;1499859.093
09/1984;-1;683849;1018;-1;2031;-1;-1;-1;-1;5;-1;-1;-1;290;2364;7281;8788.659794;0;77228;11;-1;66900;0;0;-1;-1;-1;410;-1;0;7;-1;-1;173;6698;793;29;2530;1388;52052;-1;-1;36;3119;4357;42;208;-1;79463;-1;-1;-1;28;0;112;15127;1841;3474;24697;253;145;-1;19399;-1;14;17564;5785;-1;6057;5201;623;-1;31;-1;-1;-1;-1;25848;1926;-1;0;-1;5;1590;-1;-1;-1;750749;-1;2294;67;54293;1451;-1;19922;1163;2772;0;8993;0;1487;7;22;5;-1;14717;-1;-1;-1;0;-1;1988690.66
10/1984;-1;1136730;485;-1;3207;-1;-1;-1;-1;21;-1;-1;-1;72;4865;17411;3412.371134;34;79873;66;-1;34880;0;0;-1;-1;-1;0;-1;0;105;-1;-1;579;7410;1779;132;5037;669;64848;-1;-1;162;6995;21345;1179;234;-1;65920;-1;-1;-1;8;55;6;13393;3653;3620;21280;409;50;-1;22932;-1;51;22477;7615;-1;4445;13741;629;-1;56;-1;-1;-1;-1;43702;2825;-1;5911;-1;5;1677;-1;-1;-1;662347;-1;2030;21;84887;677;-1;22257;1071;3528;0;21328;0;1047;-1;98;-1;-1;18333;-1;-1;-1;12;-1;2443582.371
